,disability,stayed_in_emergency_shelter,minority,hospitalized_due_to_malnutrition,marital_status,Gender,num_shelters_year,years_not_in_residence,Age,num_times_relocated_month,days_since_hot_meal,num_dependents,avg_meal_per_day
4619,no,yes,no,no,single,female,2,8,38,9,433,0,0
4620,no,yes,yes,no,married,female,5,9,47,13,230,3,1
4621,no,yes,no,no,married,other,6,4,43,5,200,2,0
4622,no,yes,no,no,single,male,8,13,48,13,94,2,1
4623,no,no,no,no,married,male,3,15,41,18,451,2,1
4624,no,yes,no,no,married,male,8,14,59,20,74,2,1
4625,no,no,yes,yes,married,male,3,6,39,13,565,2,0
4626,no,no,no,no,single,other,2,11,61,18,526,1,0
4627,yes,yes,no,yes,married,other,4,14,51,19,276,0,1
4628,yes,yes,no,yes,married,female,9,5,58,15,323,1,0
4629,no,no,yes,yes,married,other,1,1,31,7,589,3,1
4630,no,yes,no,no,single,male,5,15,59,14,534,2,0
4631,no,no,yes,yes,single,other,3,5,59,4,511,1,0
4632,no,yes,yes,no,single,female,2,12,35,4,529,3,1
4633,yes,yes,no,no,married,male,9,1,27,19,186,1,0
4634,no,yes,no,no,single,female,6,5,39,8,224,0,1
4635,yes,yes,yes,yes,single,other,6,14,32,16,354,3,1
4636,no,yes,no,yes,single,female,9,2,26,12,273,2,1
4637,no,yes,no,no,married,male,2,10,56,6,353,1,1
4638,yes,yes,no,yes,single,male,10,8,33,12,121,3,1
4639,no,yes,no,no,single,male,7,8,51,4,269,1,1
4640,no,yes,yes,yes,married,other,4,7,27,18,375,3,0
4641,no,no,no,no,married,other,5,13,19,13,310,2,0
4642,yes,no,no,no,single,female,3,6,56,20,101,1,1
4643,no,yes,yes,no,single,male,1,6,39,17,138,2,1
4644,no,no,yes,no,single,other,3,13,49,18,65,3,0
4645,yes,yes,no,yes,single,female,3,11,58,17,324,0,0
4646,yes,no,no,yes,single,male,10,7,54,17,406,1,0
4647,no,yes,yes,yes,single,female,1,9,46,9,131,2,0
4648,no,yes,yes,no,single,male,5,9,62,14,490,1,0
4649,yes,no,yes,no,single,female,7,2,59,20,163,2,1
4650,yes,yes,no,no,married,other,3,5,27,13,368,3,0
4651,yes,yes,no,yes,married,male,8,1,64,14,219,1,1
4652,yes,yes,yes,yes,married,male,10,5,32,17,119,1,1
4653,no,yes,no,yes,married,male,5,1,60,16,281,3,1
4654,no,yes,no,no,married,female,3,9,22,9,266,1,0
4655,yes,no,yes,no,married,female,4,1,20,14,48,2,0
4656,no,no,yes,yes,single,other,4,10,30,9,69,0,1
4657,yes,yes,no,no,single,male,8,4,46,15,323,3,0
4658,yes,yes,no,yes,single,male,1,9,23,20,461,3,1
4659,no,yes,no,yes,single,female,4,2,46,19,350,2,1
4660,no,no,yes,yes,married,male,1,6,64,19,307,3,1
4661,yes,yes,yes,no,single,other,3,5,53,17,196,2,0
4662,no,no,yes,no,married,other,1,11,44,7,504,2,0
4663,no,no,no,no,single,other,6,10,33,16,352,3,1
4664,yes,yes,yes,yes,married,male,8,5,31,17,399,1,0
4665,yes,yes,no,yes,single,female,5,9,52,10,490,0,0
4666,no,no,no,no,married,other,5,2,48,18,340,3,1
4667,no,no,no,yes,married,female,1,11,29,20,577,0,1
4668,no,yes,yes,yes,married,female,5,8,54,7,502,0,0
4669,yes,no,no,no,married,male,5,14,57,16,181,3,0
4670,yes,no,no,no,married,male,9,8,65,14,392,3,0
4671,yes,yes,yes,yes,single,female,10,9,49,13,243,1,1
4672,no,no,no,yes,single,male,1,2,23,14,92,0,0
4673,no,no,no,no,married,female,2,2,44,13,555,1,1
4674,no,no,yes,no,single,other,5,4,41,12,75,2,1
4675,yes,no,yes,yes,single,male,4,1,48,9,84,3,0
4676,yes,yes,yes,no,married,male,1,8,21,4,69,0,1
4677,yes,yes,no,yes,married,other,8,4,42,19,109,3,1
4678,yes,yes,yes,no,married,other,8,7,18,8,471,0,0
4679,yes,no,yes,no,single,female,6,13,18,19,352,1,0
4680,no,no,no,yes,single,male,2,3,57,4,356,3,0
4681,yes,no,yes,no,single,other,2,4,30,11,580,0,0
4682,no,yes,no,no,single,female,10,3,61,20,468,0,0
4683,yes,no,no,no,married,other,2,8,38,4,388,0,0
4684,yes,yes,yes,yes,married,other,4,2,64,10,51,1,1
4685,no,yes,yes,yes,single,other,10,14,23,17,487,2,0
4686,yes,no,yes,yes,married,other,5,10,61,20,175,2,0
4687,no,no,no,no,married,other,10,3,51,5,546,3,1
4688,no,yes,no,yes,single,male,1,2,62,8,326,1,1
4689,no,yes,no,no,married,other,5,5,22,14,481,1,0
4690,yes,yes,yes,yes,married,male,10,1,54,19,124,0,1
4691,no,yes,yes,no,married,male,8,4,65,20,529,0,0
4692,yes,no,yes,no,married,other,2,9,38,20,324,2,1
4693,no,no,yes,yes,married,male,4,9,45,17,235,0,1
4694,yes,yes,yes,yes,married,other,5,2,28,13,542,2,0
4695,yes,no,yes,no,married,other,7,1,27,8,417,3,0
4696,no,yes,yes,no,married,other,8,7,59,11,487,0,1
4697,yes,yes,no,yes,married,other,3,8,57,17,163,2,0
4698,yes,no,yes,no,single,female,7,1,33,5,574,1,1
4699,no,yes,no,yes,single,female,1,8,26,7,330,3,0
4700,yes,no,yes,yes,married,other,4,6,33,5,347,0,0
4701,no,no,yes,yes,single,female,3,11,25,20,341,3,0
4702,no,yes,no,no,single,male,4,7,22,15,581,2,0
4703,no,no,yes,yes,single,male,9,5,45,13,330,2,0
4704,no,yes,no,yes,married,other,6,15,32,6,33,1,1
4705,no,yes,no,yes,married,female,4,9,47,11,436,2,0
4706,yes,yes,yes,yes,single,female,10,14,60,12,512,1,1
4707,yes,no,yes,yes,married,other,1,12,22,5,484,3,0
4708,yes,no,yes,yes,married,other,9,2,27,12,236,2,0
4709,yes,yes,no,yes,single,female,3,4,37,9,496,2,0
4710,no,yes,yes,yes,married,male,4,15,59,13,354,0,0
4711,no,no,no,yes,single,other,10,11,39,14,514,1,0
4712,yes,no,no,no,single,other,4,11,32,20,550,3,0
4713,no,yes,yes,no,married,female,3,3,24,14,585,2,0
4714,yes,no,yes,yes,single,male,8,10,49,9,273,2,1
4715,no,yes,no,yes,single,other,2,5,19,8,480,0,1
4716,yes,no,yes,no,single,male,2,15,20,12,313,2,1
4717,no,yes,yes,no,single,female,5,8,21,13,373,3,1
4718,no,no,no,no,married,female,9,12,57,10,366,1,1
4719,no,yes,yes,yes,single,male,9,3,41,16,165,3,0
4720,no,no,yes,no,married,male,5,14,41,8,166,0,0
4721,no,no,no,no,married,male,2,8,48,14,253,1,1
4722,yes,no,yes,yes,married,other,3,4,51,13,544,3,1
4723,yes,no,yes,no,single,other,3,11,63,6,88,1,0
4724,no,no,yes,no,single,other,1,4,55,17,283,0,0
4725,no,yes,yes,yes,married,other,8,10,51,18,395,0,1
4726,no,no,yes,no,married,other,7,7,57,14,350,1,1
4727,no,yes,no,no,single,female,3,6,45,20,311,0,1
4728,yes,yes,yes,yes,single,female,10,6,48,13,227,1,1
4729,no,no,yes,yes,single,other,2,14,21,4,260,2,1
4730,no,no,no,yes,married,female,7,1,25,17,415,3,1
4731,yes,yes,yes,yes,married,female,7,6,30,4,535,0,1
4732,yes,no,no,yes,married,other,3,7,29,7,66,0,0
4733,no,no,yes,yes,married,male,1,15,64,5,121,0,0
4734,no,yes,no,no,single,other,9,2,23,11,301,0,1
4735,yes,yes,no,yes,single,other,4,13,18,4,265,3,1
4736,no,no,yes,no,single,female,2,13,30,5,322,0,1
4737,yes,yes,no,no,single,male,7,2,50,10,211,0,1
4738,yes,no,no,no,single,other,2,12,35,6,70,2,0
4739,no,no,no,no,single,other,8,8,31,18,276,2,0
4740,yes,yes,no,yes,married,male,2,6,30,10,492,1,1
4741,yes,yes,no,no,married,other,4,1,33,11,452,3,0
4742,yes,no,yes,no,married,male,9,2,60,6,190,3,0
4743,no,yes,yes,yes,single,male,2,9,43,20,439,2,0
4744,yes,no,no,yes,married,other,3,4,55,10,60,0,0
4745,no,no,yes,no,single,male,4,11,38,19,499,3,0
4746,yes,no,yes,no,married,female,3,11,19,4,587,2,1
4747,no,no,no,yes,single,female,4,10,55,14,448,1,1
4748,no,no,no,no,single,female,9,8,20,19,595,0,0
4749,yes,yes,no,yes,married,other,9,6,58,7,238,0,0
4750,no,no,no,no,married,female,6,4,36,16,301,2,0
4751,no,no,yes,yes,single,female,9,5,20,15,576,3,1
4752,no,yes,yes,no,married,other,1,4,47,20,500,1,1
4753,no,yes,yes,no,married,other,2,15,36,18,371,1,1
4754,no,no,no,yes,married,male,2,11,19,9,79,3,0
4755,no,no,yes,yes,single,other,4,3,22,19,293,3,0
4756,yes,no,yes,no,married,male,6,15,22,7,254,3,0
4757,no,yes,no,no,single,female,4,1,52,20,433,1,0
4758,yes,yes,yes,no,single,female,8,14,33,16,359,3,1
4759,no,no,no,yes,married,other,1,11,18,12,228,2,1
4760,yes,no,no,yes,single,male,7,13,48,20,536,1,0
4761,no,yes,no,no,married,other,8,11,20,19,89,1,1
4762,yes,yes,no,no,single,female,9,2,27,4,65,1,1
4763,yes,yes,yes,yes,single,female,7,3,57,17,87,3,0
4764,yes,yes,no,yes,married,female,4,14,63,10,221,3,1
4765,yes,no,yes,yes,married,male,1,9,52,4,478,1,0
4766,yes,no,no,no,single,male,10,6,26,14,367,3,0
4767,yes,no,no,yes,married,female,2,14,36,13,207,3,1
4768,yes,yes,yes,yes,single,female,9,12,24,11,114,0,0
4769,no,yes,yes,no,single,female,2,3,24,19,88,2,0
4770,yes,yes,yes,yes,single,other,3,11,65,10,133,2,0
4771,no,no,yes,yes,single,other,7,3,43,16,35,0,0
4772,no,no,yes,no,single,female,4,13,36,20,402,2,0
4773,no,no,yes,yes,single,female,6,12,65,13,300,2,0
4774,no,no,no,no,married,female,8,11,52,7,70,1,0
4775,yes,no,yes,yes,single,male,2,11,38,5,65,3,1
4776,no,no,yes,yes,married,female,4,12,55,9,340,1,1
4777,yes,no,no,yes,married,other,10,13,35,10,127,2,0
4778,no,no,no,no,single,female,7,6,54,12,327,0,0
4779,yes,yes,yes,yes,married,male,8,14,19,14,173,0,0
4780,yes,no,no,yes,single,other,10,11,40,6,141,1,0
4781,yes,no,no,no,single,male,2,15,25,13,508,2,0
4782,no,no,no,no,married,other,3,4,32,6,417,0,1
4783,yes,no,yes,no,single,other,10,5,24,16,247,0,1
4784,no,no,yes,no,single,male,1,13,19,12,197,1,0
4785,yes,yes,yes,no,married,female,2,11,29,15,151,1,1
4786,no,no,no,no,single,other,3,10,24,7,338,3,0
4787,no,no,no,no,single,male,3,5,55,16,375,2,1
4788,no,no,yes,no,married,female,9,14,52,8,35,0,0
4789,yes,no,yes,yes,married,female,4,4,42,12,512,0,0
4790,no,yes,no,yes,married,female,5,8,54,11,254,3,1
4791,yes,yes,yes,no,married,other,3,11,62,8,185,0,1
4792,no,no,no,no,single,other,5,12,32,17,360,2,1
4793,no,no,yes,yes,married,other,1,7,24,5,522,3,0
4794,yes,no,no,no,married,other,1,3,55,10,163,2,1
4795,yes,no,no,no,married,other,2,8,18,4,489,1,1
4796,no,no,yes,no,single,other,8,12,62,10,543,2,1
4797,no,no,yes,no,married,male,6,6,64,5,485,1,0
4798,no,yes,no,no,married,female,2,7,40,17,565,0,1
4799,no,no,yes,no,married,male,5,9,65,17,330,2,1
4800,yes,no,no,no,married,female,8,10,41,9,360,3,0
4801,yes,yes,no,no,married,male,10,9,27,19,329,0,1
4802,no,no,yes,no,single,other,1,3,51,5,320,2,0
4803,yes,yes,no,yes,married,other,3,15,22,10,106,0,1
4804,no,no,yes,yes,single,female,2,3,62,19,298,2,1
4805,no,yes,yes,no,single,male,2,11,64,12,466,1,1
4806,yes,yes,no,no,single,male,10,7,22,16,30,2,1
4807,yes,no,yes,yes,married,other,3,7,35,13,483,1,1
4808,no,yes,yes,yes,single,male,1,8,64,16,514,3,0
4809,no,yes,yes,yes,married,other,6,14,46,9,397,0,0
4810,no,yes,yes,yes,married,male,5,3,45,7,251,2,1
4811,yes,no,yes,no,married,female,2,7,23,20,519,0,0
4812,yes,no,yes,no,single,female,8,4,43,19,431,0,1
4813,no,no,no,no,married,male,6,8,61,18,148,3,0
4814,yes,no,yes,no,single,female,2,11,53,16,199,2,0
4815,yes,no,no,yes,single,female,5,9,20,8,492,3,0
4816,no,yes,no,no,single,female,1,7,63,12,220,0,0
4817,yes,no,no,yes,married,other,9,15,35,6,418,2,1
4818,no,yes,no,no,married,female,9,12,32,17,291,1,1
4819,yes,no,yes,yes,married,male,10,9,63,9,475,3,0
4820,yes,yes,yes,no,single,other,8,2,45,14,52,2,1
4821,no,no,yes,yes,married,other,8,12,23,12,319,1,1
4822,no,yes,yes,yes,married,female,4,14,25,4,389,1,1
4823,no,yes,no,yes,single,female,10,5,51,5,597,2,1
4824,yes,no,yes,yes,single,male,10,1,62,11,334,0,0
4825,no,yes,no,yes,married,male,6,2,39,13,223,3,0
4826,yes,no,yes,no,married,male,6,15,37,9,148,2,0
4827,yes,no,no,no,single,male,3,12,44,4,491,1,0
4828,yes,yes,no,yes,married,female,1,14,60,8,521,2,0
4829,yes,no,no,no,single,female,10,6,26,20,574,0,1
4830,no,yes,yes,no,single,other,6,13,29,11,440,1,1
4831,yes,no,yes,yes,single,female,2,13,41,11,109,0,1
4832,no,yes,yes,yes,married,female,3,10,20,14,533,1,1
4833,yes,yes,yes,yes,married,male,2,5,51,9,123,1,1
4834,no,yes,no,yes,married,female,10,3,26,18,597,0,0
4835,no,no,yes,no,single,female,2,13,30,7,485,2,0
4836,yes,no,no,no,single,female,6,12,27,10,259,3,0
4837,no,yes,yes,no,married,female,4,1,30,14,450,1,0
4838,yes,yes,no,yes,married,other,10,3,54,11,483,0,1
4839,yes,yes,yes,no,single,female,9,1,27,10,453,1,0
4840,yes,no,yes,no,single,male,3,1,39,6,599,2,1
4841,no,yes,yes,yes,married,male,2,2,47,7,141,1,0
4842,no,no,no,yes,single,other,1,13,56,11,538,2,0
4843,no,yes,no,yes,single,male,2,10,36,8,429,0,0
4844,no,no,no,no,married,other,4,15,32,18,70,3,0
4845,yes,yes,no,yes,single,other,8,7,41,17,359,1,0
4846,no,yes,no,no,married,male,2,6,18,10,329,0,1
4847,yes,no,yes,no,single,female,9,14,62,16,594,3,1
4848,yes,no,no,no,single,other,3,12,26,8,300,1,1
4849,no,no,no,yes,married,female,1,11,34,6,276,0,1
4850,no,yes,no,yes,married,female,9,7,49,18,342,3,1
4851,no,no,no,yes,married,other,2,11,51,12,393,1,1
4852,yes,yes,yes,yes,single,male,6,14,23,8,333,0,0
4853,no,yes,yes,yes,single,other,3,4,58,6,288,3,1
4854,yes,no,no,yes,single,male,3,13,30,19,121,1,1
4855,no,yes,yes,no,married,male,5,3,57,12,58,1,0
4856,no,no,yes,no,married,male,5,3,53,10,564,0,0
4857,no,no,yes,no,married,other,2,12,47,9,52,2,1
4858,no,yes,no,yes,married,male,10,1,26,20,110,0,0
4859,no,yes,yes,yes,married,female,5,2,41,18,516,1,1
4860,yes,no,yes,no,married,female,4,10,45,17,586,0,0
4861,yes,no,yes,no,married,male,2,13,58,9,536,0,0
4862,yes,yes,yes,no,married,female,4,15,34,6,262,3,0
4863,yes,no,no,yes,married,other,4,5,33,13,225,2,1
4864,yes,yes,yes,no,single,male,8,8,23,14,72,2,1
4865,yes,yes,yes,no,married,female,3,12,44,10,61,1,1
4866,yes,yes,yes,yes,single,male,1,11,27,20,519,1,0
4867,no,no,no,yes,married,other,9,11,65,6,394,3,0
4868,yes,no,yes,yes,single,male,8,6,46,6,502,3,0
4869,no,no,yes,no,single,other,5,11,59,16,395,2,0
4870,no,no,no,yes,married,female,10,9,53,18,229,0,1
4871,no,yes,yes,yes,single,female,8,7,27,13,365,3,0
4872,no,yes,no,yes,married,female,10,14,24,6,293,2,0
4873,no,yes,no,no,single,other,2,6,31,5,342,2,0
4874,no,yes,no,yes,single,female,9,13,41,12,506,1,0
4875,no,yes,yes,no,married,other,4,9,21,19,239,2,1
4876,no,yes,yes,no,married,male,10,13,37,11,327,3,0
4877,no,yes,yes,yes,single,other,5,9,61,6,355,0,0
4878,no,yes,yes,no,married,male,3,5,27,20,78,1,1
4879,no,no,no,no,single,other,7,6,29,14,42,3,1
4880,no,yes,yes,yes,married,female,4,6,33,15,70,1,0
4881,yes,yes,yes,no,married,male,7,7,35,14,550,0,0
4882,yes,no,no,no,married,female,6,4,45,6,434,1,0
4883,no,yes,no,no,married,other,4,4,50,12,289,2,0
4884,yes,yes,no,yes,married,other,6,5,57,16,427,1,1
4885,yes,yes,no,no,single,male,10,1,52,13,526,3,0
4886,yes,no,no,yes,single,other,6,1,23,7,383,3,1
4887,yes,yes,yes,no,single,female,2,15,51,16,429,3,0
4888,no,yes,no,yes,single,other,5,5,63,6,533,3,1
4889,no,yes,yes,no,married,other,6,4,35,14,310,3,1
4890,yes,yes,yes,no,married,female,1,4,21,15,465,0,1
4891,yes,yes,yes,yes,married,female,4,6,53,12,52,3,1
4892,no,yes,no,no,single,other,8,8,54,11,330,0,1
4893,yes,no,no,yes,married,other,3,12,35,13,289,1,1
4894,no,no,no,no,single,male,7,1,19,6,328,1,0
4895,no,no,yes,yes,single,female,1,6,19,19,382,0,0
4896,yes,yes,yes,yes,single,female,9,15,33,7,143,3,0
4897,yes,yes,yes,no,single,female,8,13,42,20,525,1,1
4898,yes,no,no,no,single,other,1,13,52,11,411,0,1
4899,yes,yes,no,no,single,other,9,1,40,5,193,2,0
4900,no,no,yes,no,married,male,3,4,57,12,490,2,1
4901,no,yes,no,no,single,female,1,8,46,8,302,0,0
4902,yes,no,no,yes,married,female,6,11,32,14,368,2,0
4903,no,no,yes,no,married,female,3,13,19,17,81,0,0
4904,no,yes,no,no,single,other,2,12,26,7,458,3,0
4905,yes,yes,no,no,single,female,8,8,47,17,448,0,1
4906,yes,no,yes,no,married,other,3,9,21,18,515,1,0
4907,yes,no,no,yes,single,male,1,9,63,7,31,2,1
4908,yes,no,yes,no,married,male,9,2,40,13,267,2,1
4909,yes,no,no,yes,married,male,1,3,21,13,596,1,1
4910,no,no,no,no,married,female,9,13,36,17,109,0,1
4911,yes,yes,no,no,married,other,4,13,53,11,425,2,0
4912,yes,no,no,no,single,male,6,1,59,5,310,1,0
4913,no,yes,no,yes,single,other,2,14,31,4,274,0,1
4914,no,yes,no,no,single,female,8,10,18,17,157,3,0
4915,no,yes,no,yes,single,male,6,10,31,9,244,0,1
4916,no,no,no,no,married,other,7,9,36,10,507,3,0
4917,no,no,yes,no,single,other,1,11,46,11,404,2,1
4918,yes,no,no,no,married,other,10,3,46,6,515,2,1
4919,yes,yes,no,no,married,other,10,12,60,14,199,3,1
4920,no,no,yes,no,single,male,3,14,27,13,327,0,1
4921,no,yes,no,no,single,other,7,13,28,20,393,1,0
4922,yes,no,no,yes,single,male,5,14,42,11,344,2,0
4923,yes,no,yes,yes,married,male,7,2,47,7,118,0,0
4924,no,no,no,yes,married,male,6,9,63,5,411,2,1
4925,no,yes,yes,yes,married,female,8,6,32,12,321,0,0
4926,no,no,yes,no,single,male,1,3,26,6,129,3,1
4927,no,no,no,yes,married,other,5,14,61,6,205,0,1
4928,yes,no,no,no,married,other,7,1,40,18,228,3,0
4929,no,no,yes,yes,married,male,3,14,39,6,186,3,1
4930,yes,no,yes,yes,single,male,5,11,46,20,234,2,0
4931,no,no,yes,yes,single,female,8,13,64,14,200,0,0
4932,yes,no,yes,yes,single,other,9,6,54,19,486,1,1
4933,no,yes,yes,no,married,male,9,8,37,7,551,3,0
4934,yes,yes,yes,yes,single,female,7,11,58,13,425,1,0
4935,no,yes,yes,yes,single,male,6,1,29,5,304,1,1
4936,no,no,yes,no,single,other,1,10,23,12,91,3,0
4937,no,no,no,no,single,other,9,11,48,20,151,0,1
4938,yes,no,no,no,single,other,3,3,54,9,554,1,0
4939,no,yes,no,yes,married,male,5,11,33,14,296,0,1
4940,yes,no,no,no,married,other,6,8,29,7,523,2,0
4941,no,no,yes,no,married,male,4,1,31,16,157,2,1
4942,no,yes,no,no,single,other,6,5,64,13,330,2,0
4943,no,no,no,yes,married,other,2,11,32,18,234,1,0
4944,yes,no,yes,yes,married,male,8,2,21,6,84,2,1
4945,yes,yes,yes,yes,married,female,9,14,40,10,325,3,0
4946,no,yes,no,yes,married,other,5,6,61,10,130,1,1
4947,yes,no,yes,yes,married,female,6,3,36,9,130,3,1
4948,no,no,yes,yes,married,other,3,8,27,8,350,0,1
4949,no,no,yes,yes,single,other,5,4,30,4,304,1,1
4950,yes,yes,no,no,married,other,8,2,62,19,344,3,1
4951,yes,no,no,yes,single,male,3,11,54,4,371,3,1
4952,yes,yes,no,no,married,male,6,5,53,5,272,3,1
4953,no,yes,yes,yes,single,male,4,2,45,15,410,2,1
4954,no,no,yes,yes,married,female,9,3,32,19,61,1,0
4955,yes,yes,yes,yes,single,other,10,15,38,20,233,0,1
4956,yes,yes,no,yes,single,other,6,3,48,19,68,1,1
4957,yes,yes,yes,yes,single,other,2,15,25,13,107,1,0
4958,yes,no,no,no,married,female,3,13,33,8,598,2,1
4959,yes,no,yes,no,married,male,8,3,64,14,348,3,0
4960,no,yes,no,no,married,male,6,3,45,4,487,3,1
4961,no,yes,yes,no,single,male,5,13,32,13,281,2,1
4962,yes,yes,no,no,single,other,3,7,62,5,473,2,1
4963,yes,yes,no,yes,married,other,8,5,22,19,600,2,1
4964,yes,yes,no,yes,single,female,9,8,44,8,587,3,1
4965,no,yes,no,no,single,other,5,12,22,6,548,1,0
4966,no,yes,yes,yes,single,male,10,10,53,14,302,0,0
4967,yes,yes,no,yes,single,male,6,14,36,8,226,1,1
4968,no,no,no,no,single,male,1,8,52,15,577,3,1
4969,yes,no,no,no,single,male,7,7,24,17,256,1,1
4970,yes,no,no,no,married,female,9,4,25,19,127,3,0
4971,yes,no,yes,no,single,female,4,8,47,19,497,3,0
4972,yes,no,no,no,married,other,9,13,47,16,180,2,1
4973,yes,no,no,no,married,other,7,14,60,15,299,3,0
4974,yes,no,no,no,single,male,1,6,53,11,240,1,0
4975,no,yes,no,no,married,female,2,15,50,20,372,1,0
4976,no,no,no,yes,married,other,8,14,48,16,183,1,0
4977,no,no,no,yes,married,female,9,1,24,18,280,1,0
4978,yes,yes,no,no,single,other,10,15,22,4,463,2,0
4979,yes,yes,yes,yes,married,male,7,12,52,15,209,0,0
4980,yes,yes,yes,yes,single,female,7,13,26,18,363,0,1
4981,no,no,no,yes,single,female,9,12,47,7,199,3,1
4982,yes,no,yes,no,single,other,5,2,19,18,199,0,0
4983,no,no,no,no,married,male,5,1,18,4,234,2,1
4984,yes,yes,yes,yes,married,male,4,8,32,16,184,2,1
4985,yes,yes,yes,no,single,other,3,2,62,8,339,2,0
4986,yes,no,no,yes,single,female,3,4,63,10,208,2,1
4987,yes,yes,yes,no,married,female,1,6,38,8,273,0,0
4988,yes,no,yes,yes,single,male,2,8,64,12,471,3,1
4989,yes,no,no,yes,single,female,7,8,48,8,440,2,1
4990,yes,no,no,no,married,other,9,6,22,19,321,2,1
4991,no,yes,no,no,married,male,6,11,64,18,555,2,0
4992,yes,yes,no,yes,married,female,10,12,31,12,74,0,1
4993,yes,yes,no,no,single,female,7,5,65,5,492,1,0
4994,no,no,yes,no,married,other,9,4,24,10,342,1,0
4995,yes,no,yes,yes,single,male,8,8,36,4,297,0,0
4996,yes,yes,no,yes,single,male,3,13,57,10,247,3,1
4997,yes,no,yes,no,single,male,7,11,20,4,307,3,0
4998,yes,no,yes,no,single,female,3,4,52,14,124,0,1
4999,yes,yes,no,no,married,other,7,13,30,18,488,1,1
5000,no,no,yes,no,single,other,1,13,53,16,554,2,0
5001,yes,yes,no,yes,single,male,7,13,41,17,287,0,0
5002,no,yes,yes,yes,single,male,4,14,22,12,165,3,1
5003,yes,yes,yes,yes,married,female,9,6,26,18,380,3,1
5004,yes,yes,yes,yes,married,other,6,14,44,13,389,3,0
5005,no,no,no,yes,married,other,3,13,44,4,289,0,0
5006,yes,yes,no,no,single,other,10,3,40,20,495,2,0
5007,no,no,no,no,married,female,2,10,50,12,445,2,0
5008,yes,yes,yes,no,single,female,8,7,53,20,95,3,0
5009,yes,no,no,no,married,male,10,1,24,10,369,1,1
5010,yes,no,no,no,single,female,6,9,55,12,486,3,0
5011,no,no,yes,yes,single,other,4,2,65,8,112,1,0
5012,no,yes,yes,yes,single,male,8,10,55,5,129,2,0
5013,no,no,yes,yes,married,other,6,12,22,16,133,2,1
5014,yes,no,no,no,single,male,5,7,26,4,421,0,1
5015,yes,no,yes,no,married,other,7,4,20,9,256,2,1
5016,yes,no,no,no,single,other,2,4,45,18,117,3,1
5017,no,yes,no,yes,married,female,4,12,23,9,388,0,1
5018,no,no,yes,yes,married,male,3,1,64,9,271,0,0
5019,no,no,no,yes,married,male,8,7,24,7,159,3,1
5020,no,yes,no,no,married,male,2,14,60,5,346,2,0
5021,yes,yes,yes,yes,single,male,6,3,33,6,131,0,1
5022,no,yes,yes,yes,single,male,5,9,49,6,552,3,0
5023,yes,yes,yes,no,single,male,1,13,54,20,360,2,1
5024,no,yes,yes,no,married,male,8,3,21,9,597,0,1
5025,yes,yes,no,yes,married,other,2,3,26,12,259,1,0
5026,yes,yes,no,no,single,other,6,14,64,12,431,2,1
5027,yes,yes,no,no,married,male,2,3,40,13,564,3,1
5028,no,yes,yes,no,single,female,8,10,21,20,129,0,1
5029,no,no,yes,no,married,other,10,5,25,6,223,1,1
5030,no,yes,yes,no,single,male,4,1,31,16,41,2,0
5031,yes,yes,yes,yes,single,female,6,9,42,6,355,3,1
5032,no,yes,no,no,married,female,2,13,42,13,561,1,0
5033,yes,yes,yes,no,married,male,7,15,26,19,388,1,1
5034,yes,yes,no,yes,married,male,1,13,39,7,390,3,0
5035,yes,no,no,yes,single,female,9,14,28,15,242,1,0
5036,no,no,no,yes,single,male,7,1,34,8,403,0,1
5037,no,no,yes,yes,single,male,6,1,18,11,383,2,0
5038,yes,no,no,no,married,female,2,6,58,17,569,1,0
5039,no,no,no,no,single,female,1,14,23,12,585,1,0
5040,yes,yes,yes,no,single,other,6,6,42,4,218,1,0
5041,yes,no,yes,yes,married,female,6,13,30,18,47,0,1
5042,no,no,no,no,married,female,8,4,61,17,581,1,0
5043,no,no,yes,yes,single,female,8,3,32,5,154,2,1
5044,yes,yes,yes,no,married,other,5,11,24,20,390,0,1
5045,yes,no,no,yes,single,male,5,1,62,6,445,3,1
5046,no,no,yes,no,married,male,4,9,33,12,575,3,0
5047,no,yes,yes,no,single,other,4,1,22,14,108,1,1
5048,no,yes,no,no,married,female,4,14,44,18,376,0,1
5049,no,yes,no,no,married,male,8,8,30,15,66,0,0
5050,yes,no,no,no,married,male,5,8,34,17,338,3,1
5051,yes,no,no,yes,married,male,2,6,49,6,332,0,1
5052,no,yes,no,yes,single,other,8,13,51,16,307,1,0
5053,no,yes,no,no,married,other,5,14,44,8,80,0,0
5054,no,yes,no,yes,married,female,3,7,21,11,61,3,0
5055,yes,no,yes,no,married,female,5,8,32,10,377,2,1
5056,no,no,yes,no,married,male,1,3,27,18,234,1,1
5057,yes,no,no,yes,married,other,7,11,20,18,193,2,1
5058,no,yes,no,yes,married,other,3,6,20,18,151,0,0
5059,no,no,yes,yes,single,female,5,10,42,8,494,2,1
5060,yes,no,yes,no,married,other,1,8,21,19,230,0,0
5061,no,no,yes,no,single,female,1,2,50,10,136,2,0
5062,yes,no,yes,yes,married,male,4,7,18,15,437,3,1
